contact_id,response_date,agent_satisfaction,csat,issue_resolved
c35457,2020-06-15 06:13:21.000000,2,2,False
c35573,2020-06-15 07:37:37.000000,10,10,True
c36248,2020-06-15 23:08:22.000000,10,9,True
c36261,2020-06-15 06:35:40.000000,10,8,False
c35471,2020-06-14 22:20:06.000000,8,8,True
c35408,2020-06-15 19:24:35.000000,10,10,True
c35217,2020-06-14 19:35:01.000000,10,10,True
c35982,2020-06-15 15:21:11.000000,8,8,True
c36232,2020-06-15 05:40:48.000000,10,10,True
c35978,2020-06-17 17:46:45.000000,10,10,True
c35749,2020-06-15 04:55:05.000000,8,7,True
c35310,2020-06-15 04:10:37.000000,8,7,True
c35426,2020-06-16 11:57:52.000000,1,3,False
c35591,2020-06-15 06:46:54.000000,1,1,False
c36160,2020-06-15 09:07:25.000000,10,10,True
c35870,2020-06-15 14:26:07.000000,10,10,True
c35312,2020-06-27 15:27:12.000000,10,10,True
c35898,2020-06-15 08:37:13.000000,9,8,True
c36113,2020-06-15 14:08:31.000000,9,9,True
c35667,2020-06-15 00:10:49.000000,10,10,True
c36504,2020-06-15 15:04:05.000000,8,8,True
c36318,2020-06-15 10:24:25.000000,10,10,True
c35511,2020-06-15 06:06:22.000000,10,10,True
c36511,2020-06-16 13:07:32.000000,10,10,False
c35298,2020-06-15 05:33:10.000000,1,1,False
c35254,2020-06-14 21:07:53.000000,10,8,True
c36549,2020-06-15 10:51:02.000000,10,10,True
c35419,2020-06-15 08:54:11.000000,10,10,True
c36084,2020-06-15 15:07:02.000000,10,8,True
c35227,2020-06-15 07:12:18.000000,9,9,True
c35656,2020-06-15 07:45:58.000000,9,10,True
c35202,2020-06-14 19:14:11.000000,10,10,True
c35481,2020-06-15 05:45:42.000000,10,10,True
c36116,2020-06-15 11:37:41.000000,10,6,True
c35360,2020-06-14 22:50:50.000000,10,10,True
c36229,2020-06-15 05:52:38.000000,4,6,False
c35302,2020-06-14 20:32:56.000000,3,3,False
c35446,2020-06-17 16:03:11.000000,10,10,True
c36279,2020-06-15 07:53:34.000000,10,10,True
c36145,2020-06-15 04:41:01.000000,10,9,True
c35628,2020-06-15 15:27:51.000000,1,1,False
c35357,2020-06-15 15:25:16.000000,10,9,False
c36143,2020-06-15 05:28:36.000000,4,4,True
c36019,2020-06-15 08:54:09.000000,9,9,True
c35577,2020-06-30 11:22:04.000000,10,9,True
c35342,2020-06-16 15:56:41.000000,10,8,True
c35709,2020-06-16 18:04:40.000000,10,9,True
c35339,2020-06-15 06:07:04.000000,9,9,True
c35216,2020-06-14 19:12:34.000000,10,10,True
c35617,2020-06-15 00:09:13.000000,10,10,True
c35945,2020-06-15 07:29:41.000000,10,10,True
c35825,2020-06-15 15:28:07.000000,8,9,True
c36123,2020-06-15 05:59:45.000000,10,10,True
c35313,2020-06-15 10:58:15.000000,7,6,True
c35936,2020-06-15 06:44:38.000000,7,7,True
c35189,2020-06-15 09:42:50.000000,10,9,True
c36463,2020-06-16 10:19:20.000000,10,10,True
c35848,2020-06-15 03:37:13.000000,10,10,True
c35968,2020-06-15 08:29:12.000000,8,7,False
c35861,2020-06-15 11:01:27.000000,8,8,True
c35818,2020-06-15 02:30:51.000000,10,10,True
c35988,2020-06-15 06:09:05.000000,10,10,True
c36042,2020-06-15 09:06:33.000000,10,10,True
c35879,2020-06-16 13:00:46.000000,10,10,False
c36047,2020-06-15 09:04:40.000000,10,7,True
c35235,2020-06-14 19:19:19.000000,10,10,True
c35336,2020-06-15 13:57:36.000000,9,8,True
c35502,2020-06-15 09:31:12.000000,8,10,False
c35826,2020-06-15 14:04:00.000000,8,6,False
c36149,2020-06-15 05:50:02.000000,10,10,True
c35657,2020-06-15 00:05:36.000000,8,7,True
c35660,2020-06-15 10:56:22.000000,10,5,True
c35319,2020-06-15 06:16:49.000000,10,10,True
c36182,2020-06-15 06:33:48.000000,10,9,True
c35324,2020-06-15 06:45:22.000000,8,8,False
c35731,2020-06-15 06:12:47.000000,4,4,False
c36169,2020-06-15 05:41:28.000000,3,1,False
c36392,2020-06-15 10:31:15.000000,10,10,True
c36454,2020-06-15 11:51:59.000000,10,10,True
c35285,2020-06-15 07:49:28.000000,10,8,False
c35751,2020-06-17 14:56:09.000000,10,10,True
c35587,2020-06-15 19:27:44.000000,8,8,False
c35863,2020-06-15 04:40:57.000000,3,1,False
c36128,2020-06-15 08:32:29.000000,1,3,False
c36489,2020-06-15 08:04:00.000000,10,9,True
c35811,2020-06-16 12:03:01.000000,10,10,True
c35280,2020-06-14 20:15:50.000000,10,10,True
c35572,2020-06-15 06:25:00.000000,10,10,True
c36018,2020-06-15 13:45:38.000000,10,10,False
c36152,2020-06-15 05:07:24.000000,10,8,True
c36252,2020-06-15 08:31:43.000000,10,10,True
c36394,2020-06-17 10:13:44.000000,7,8,False
c35195,2020-06-14 18:04:15.000000,10,10,True
c35730,2020-06-17 12:50:45.000000,6,6,True
c36058,2020-06-16 12:24:46.000000,2,3,False
c35266,2020-06-18 10:58:46.000000,10,10,True
c35941,2020-06-15 19:02:25.000000,10,10,False
c36501,2020-06-15 12:45:06.000000,10,10,True
c35857,2020-06-15 07:38:26.000000,4,1,False
c36225,2020-06-15 06:04:48.000000,1,1,False
c36919,2020-06-15 21:16:55.000000,10,10,True
c38183,2020-06-16 09:25:51.000000,10,9,True
c36630,2020-06-15 19:31:35.000000,10,6,False
c39292,2020-06-16 11:50:03.000000,6,6,False
c37853,2020-06-16 05:37:37.000000,9,9,True
c38976,2020-06-19 04:15:28.000000,8,8,True
c37578,2020-06-16 10:24:37.000000,5,5,False
c37881,2020-06-16 09:35:02.000000,10,10,True
c37351,2020-06-16 01:17:53.000000,10,10,True
c37742,2020-06-16 07:13:46.000000,10,10,True
c37136,2020-06-16 05:39:50.000000,10,10,True
c37545,2020-06-15 23:04:09.000000,10,1,True
c37228,2020-06-17 10:15:08.000000,8,7,True
c39136,2020-06-16 06:46:44.000000,10,10,True
c37307,2020-06-16 04:53:04.000000,10,10,True
c36823,2020-06-16 05:35:03.000000,10,10,True
c38854,2020-06-16 06:30:19.000000,9,8,True
c37871,2020-06-16 07:57:58.000000,3,7,True
c38021,2020-06-16 08:00:05.000000,10,10,True
c37549,2020-06-16 02:07:58.000000,10,10,True
c36583,2020-06-15 18:08:42.000000,10,10,True
c36576,2020-06-15 21:05:44.000000,7,4,False
c38583,2020-06-16 17:57:08.000000,10,10,True
c36830,2020-06-16 06:42:45.000000,10,10,True
c39340,2020-06-16 12:56:27.000000,10,10,True
c38084,2020-06-16 06:45:43.000000,5,2,False
c39491,2020-06-16 08:06:49.000000,6,5,False
c37835,2020-06-16 06:01:42.000000,8,8,True
c39182,2020-06-16 09:02:32.000000,9,9,True
c38451,2020-06-16 06:39:10.000000,10,10,False
c37242,2020-06-17 17:54:58.000000,9,8,True
c37798,2020-06-16 14:37:09.000000,10,10,True
c39119,2020-06-16 08:30:25.000000,10,10,True
c37608,2020-06-16 02:10:54.000000,10,10,True
c36693,2020-06-15 21:45:34.000000,9,9,True
c37166,2020-06-16 17:31:34.000000,10,10,True
c37889,2020-06-16 05:52:54.000000,7,7,True
c39708,2020-06-16 13:41:34.000000,6,5,True
c38479,2020-06-16 10:41:55.000000,10,8,True
c37236,2020-06-15 23:50:24.000000,3,3,False
c37126,2020-06-16 05:59:58.000000,9,7,False
c37553,2020-06-16 07:31:04.000000,10,10,True
c37598,2020-06-16 03:58:27.000000,10,10,True
c37005,2020-06-15 21:03:17.000000,10,10,True
c39214,2020-06-19 17:10:24.000000,10,9,True
c39617,2020-06-16 20:36:52.000000,10,10,True
c37472,2020-06-16 09:20:33.000000,9,1,False
c38695,2020-06-16 12:00:53.000000,10,9,True
c38995,2020-06-16 08:58:49.000000,10,10,True
c38668,2020-06-16 06:03:45.000000,2,2,False
c36697,2020-06-16 13:56:33.000000,10,10,True
c39370,2020-06-16 15:54:53.000000,7,6,False
c39710,2020-06-16 09:27:36.000000,10,9,True
c38431,2020-06-16 07:38:08.000000,10,10,True
c36726,2020-06-17 12:53:27.000000,10,10,True
c37028,2020-06-15 21:04:27.000000,10,10,True
c37898,2020-06-16 05:13:04.000000,10,10,False
c37455,2020-06-16 22:32:40.000000,10,10,True
c37602,2020-06-16 05:04:13.000000,5,5,False
c36563,2020-06-15 18:03:01.000000,8,10,True
c36898,2020-06-15 21:13:50.000000,5,1,False
c36774,2020-06-15 20:03:10.000000,9,9,True
c37601,2020-06-16 12:30:33.000000,8,8,False
c39150,2020-06-16 07:44:12.000000,10,7,True
c36728,2020-06-15 21:07:09.000000,10,10,True
c36589,2020-06-15 18:13:37.000000,10,10,True
c39468,2020-06-16 07:15:22.000000,9,9,True
c38377,2020-06-16 13:30:26.000000,10,10,True
c37334,2020-06-16 13:46:17.000000,3,5,False
c36838,2020-06-15 23:47:00.000000,10,10,True
c37398,2020-06-15 22:32:08.000000,10,1,False
c38348,2020-06-16 06:37:23.000000,10,10,False
c37803,2020-06-16 05:38:57.000000,4,5,False
c38102,2020-06-16 03:56:56.000000,10,10,True
c36998,2020-06-15 21:02:49.000000,10,10,True
c36827,2020-06-16 00:33:58.000000,10,9,True
c39023,2020-06-16 05:18:57.000000,10,8,True
c37959,2020-06-16 04:31:52.000000,9,9,True
c37257,2020-06-16 05:20:43.000000,10,10,True
c39714,2020-06-16 10:13:37.000000,10,10,True
c38846,2020-06-16 05:08:39.000000,1,1,False
c38279,2020-06-17 00:28:58.000000,10,10,True
c37956,2020-06-16 05:02:13.000000,10,10,True
c38076,2020-06-16 03:45:47.000000,9,9,True
c37802,2020-06-16 09:34:10.000000,10,10,True
c36903,2020-06-15 21:07:00.000000,8,6,False
c37609,2020-06-16 14:22:01.000000,10,10,True
c39152,2020-06-22 11:20:10.000000,10,6,False
c38294,2020-06-16 02:26:52.000000,10,10,True
c38180,2020-06-17 02:37:17.000000,9,8,False
c36930,2020-06-18 01:05:30.000000,10,10,True
c37940,2020-06-17 17:11:15.000000,10,6,True
c38081,2020-06-16 06:31:51.000000,10,10,True
c36745,2020-06-15 20:06:57.000000,10,10,False
c36700,2020-06-16 04:42:38.000000,10,10,False
c37824,2020-06-16 16:34:34.000000,6,6,False
c38502,2020-06-16 03:48:28.000000,8,7,False
c38131,2020-06-16 08:30:35.000000,6,4,False
c38507,2020-06-17 14:30:49.000000,9,7,True
c38741,2020-06-16 06:27:04.000000,6,6,False
c37698,2020-06-16 04:40:59.000000,10,10,True
c37230,2020-06-16 05:52:08.000000,9,9,True
c39627,2020-06-16 18:56:33.000000,10,10,True
c39461,2020-06-16 07:12:06.000000,9,10,False
c38313,2020-06-16 08:41:37.000000,10,10,True
c37461,2020-06-16 03:14:36.000000,6,4,False
c36614,2020-06-15 19:20:51.000000,10,10,True
c39430,2020-06-16 07:18:16.000000,10,7,True
c39424,2020-06-16 07:05:09.000000,10,10,True
c39200,2020-06-16 09:35:22.000000,8,7,True
c38653,2020-06-16 12:53:46.000000,10,10,True
c36734,2020-06-16 11:11:46.000000,1,1,False
c37013,2020-06-15 21:48:41.000000,10,10,True
c37170,2020-06-16 03:56:40.000000,10,10,True
c37401,2020-06-16 17:50:35.000000,6,5,False
c37088,2020-06-16 07:04:57.000000,10,9,True
c38123,2020-06-16 12:04:07.000000,9,8,True
c36716,2020-06-16 08:38:40.000000,10,10,True
c39416,2020-06-16 10:28:17.000000,10,10,True
c37423,2020-06-16 05:42:42.000000,10,9,True
c38991,2020-06-16 07:16:16.000000,10,10,True
c36608,2020-06-15 19:32:38.000000,10,10,True
c36709,2020-06-15 20:07:16.000000,10,3,False
c37128,2020-06-16 08:30:27.000000,1,7,False
c37091,2020-06-16 04:53:40.000000,10,10,False
c36767,2020-06-16 06:00:30.000000,10,10,True
c37246,2020-06-16 09:47:16.000000,10,10,True
c37662,2020-06-16 19:04:08.000000,10,10,True
c37965,2020-06-16 06:53:43.000000,10,10,True
c39075,2020-06-16 08:02:18.000000,10,10,True
c38510,2020-06-16 15:08:20.000000,10,10,True
c37168,2020-06-15 22:04:11.000000,10,10,True
c37385,2020-06-16 05:07:15.000000,8,8,False
c37726,2020-06-16 09:30:17.000000,9,9,True
c39687,2020-06-16 13:04:58.000000,10,10,True
c37215,2020-06-16 03:15:59.000000,10,10,True
c36676,2020-06-23 07:50:21.000000,10,10,True
c37399,2020-06-16 11:17:07.000000,10,10,True
c37731,2020-06-19 12:37:00.000000,9,8,True
c37806,2020-06-16 10:26:22.000000,10,10,True
c39638,2020-06-16 12:31:29.000000,10,10,True
c37620,2020-06-16 05:53:57.000000,10,10,True
c39131,2020-06-16 06:34:38.000000,1,1,False
c37198,2020-06-16 06:29:15.000000,10,10,True
c37735,2020-06-16 18:39:39.000000,1,1,False
c39384,2020-06-16 08:57:02.000000,10,9,False
c38926,2020-06-16 08:36:06.000000,10,9,False
c39581,2020-06-16 17:04:54.000000,8,9,True
c36985,2020-06-20 15:10:22.000000,8,7,True
c37807,2020-06-16 15:11:15.000000,10,10,True
c37590,2020-06-16 07:43:13.000000,10,10,True
c38109,2020-06-16 05:36:37.000000,8,7,False
c39450,2020-06-16 07:11:14.000000,10,10,True
c37322,2020-06-16 06:45:10.000000,7,7,False
c37305,2020-06-16 04:18:58.000000,10,8,True
c36704,2020-06-17 06:33:29.000000,1,1,False
c39556,2020-06-16 17:07:09.000000,10,8,True
c36971,2020-06-15 21:06:51.000000,10,8,False
c37182,2020-06-16 12:22:35.000000,10,10,True
c39550,2020-06-16 11:53:29.000000,10,10,True
c39578,2020-06-17 10:00:06.000000,7,5,False
c37909,2020-06-16 18:40:42.000000,1,1,False
c36761,2020-06-16 09:34:02.000000,6,6,True
c37191,2020-06-16 07:47:34.000000,10,10,True
c37261,2020-06-17 17:44:18.000000,9,8,False
c37896,2020-06-16 06:29:37.000000,8,8,True
c39659,2020-06-16 09:04:52.000000,9,9,True
c39058,2020-06-16 06:09:58.000000,6,6,False
c37410,2020-06-16 06:36:09.000000,10,10,True
c37373,2020-06-17 11:38:39.000000,10,10,True
c38219,2020-06-16 05:56:32.000000,9,9,True
c37888,2020-06-16 00:26:40.000000,10,10,True
c37185,2020-06-16 07:47:41.000000,8,2,False
c37913,2020-06-17 16:23:03.000000,6,6,False
c39176,2020-06-16 08:41:30.000000,9,9,True
c38632,2020-06-16 08:42:15.000000,1,1,False
c37003,2020-06-15 21:09:43.000000,10,8,True
c39459,2020-06-16 21:31:26.000000,10,10,True
c37045,2020-06-15 23:10:38.000000,10,10,True
c39165,2020-06-16 12:33:25.000000,8,7,False
c36787,2020-06-15 20:32:44.000000,8,7,False
c37362,2020-06-16 04:12:51.000000,10,10,True
c37442,2020-06-16 10:24:33.000000,1,1,True
c37568,2020-06-16 06:09:25.000000,10,6,False
c38272,2020-06-16 02:03:58.000000,10,10,False
c37201,2020-06-16 07:00:52.000000,8,9,True
c38392,2020-06-16 06:10:54.000000,9,9,True
c38997,2020-06-16 07:21:07.000000,10,10,True
c37593,2020-06-15 23:35:53.000000,10,10,True
c38252,2020-06-16 04:18:37.000000,7,10,True
c41066,2020-06-17 01:31:36.000000,10,10,True
c40346,2020-06-17 06:52:20.000000,10,8,True
c39976,2020-06-16 20:17:54.000000,8,10,True
c42265,2020-06-17 18:53:37.000000,10,10,True
c42672,2020-06-19 08:51:35.000000,10,10,True
c42370,2020-06-17 05:43:55.000000,8,7,True
c40398,2020-06-17 07:36:30.000000,10,10,True
c40205,2020-06-16 21:22:48.000000,1,1,False
c40541,2020-06-17 01:43:01.000000,10,1,True
c41962,2020-06-17 17:20:57.000000,10,10,True
c40065,2020-06-19 09:23:31.000000,10,9,True
c42475,2020-06-17 10:11:58.000000,10,10,True
c42939,2020-06-17 20:40:37.000000,10,6,True
c40044,2020-06-17 07:10:10.000000,10,8,False
c41834,2020-06-17 06:55:45.000000,10,10,True
c42022,2020-06-17 09:33:24.000000,7,6,False
c42811,2020-06-17 07:08:18.000000,10,1,False
c42631,2020-06-17 10:26:43.000000,10,10,True
c42505,2020-06-17 09:10:18.000000,4,5,False
c41757,2020-06-17 13:35:11.000000,10,10,True
c39942,2020-06-17 17:58:06.000000,10,10,True
c40535,2020-06-17 05:40:41.000000,8,8,True
c41174,2020-06-17 09:49:00.000000,10,10,True
c42752,2020-06-17 07:28:34.000000,7,5,False
c42826,2020-06-17 07:43:58.000000,6,10,True
c39763,2020-06-16 19:40:08.000000,8,8,True
c40493,2020-06-17 07:29:37.000000,6,6,False
c41390,2020-06-17 04:00:45.000000,8,8,True
c39952,2020-06-17 03:15:46.000000,10,10,False
c41922,2020-06-17 08:45:27.000000,8,7,True
c41281,2020-06-17 12:16:15.000000,9,8,True
c41145,2020-06-17 00:48:02.000000,5,7,False
c42638,2020-06-17 08:23:47.000000,10,10,True
c41017,2020-06-17 04:41:48.000000,10,10,True
c41568,2020-06-22 15:36:05.000000,9,8,True
c43012,2020-06-17 12:09:45.000000,10,9,True
c40417,2020-06-16 22:03:42.000000,10,10,True
c41583,2020-06-17 02:25:42.000000,10,10,True
c41896,2020-06-17 06:08:12.000000,10,10,True
c40953,2020-06-17 00:23:46.000000,7,4,False
c42541,2020-06-17 13:05:48.000000,10,9,False
c42664,2020-06-17 10:26:09.000000,9,9,True
c39962,2020-06-16 20:34:49.000000,10,10,True
c40085,2020-06-16 21:29:33.000000,10,10,True
c40308,2020-06-16 21:31:48.000000,8,7,True
c41973,2020-06-17 19:33:06.000000,10,10,True
c41195,2020-06-17 14:51:46.000000,9,2,False
c43112,2020-06-17 09:54:56.000000,10,10,True
c42255,2020-06-17 09:04:50.000000,6,4,True
c40831,2020-06-17 07:22:29.000000,4,5,False
c42057,2020-06-17 07:10:31.000000,10,10,True
c39992,2020-06-16 21:00:14.000000,8,7,True
c43062,2020-06-17 11:19:46.000000,10,10,True
c42240,2020-06-17 07:03:16.000000,2,2,False
c42060,2020-06-17 07:36:00.000000,5,5,False
c41244,2020-06-17 01:03:17.000000,10,9,False
c40677,2020-06-16 23:54:40.000000,10,10,True
c40482,2020-06-16 22:10:24.000000,10,8,False
c42555,2020-06-17 11:47:54.000000,10,10,True
c41190,2020-06-17 01:07:29.000000,10,10,False
c40339,2020-06-17 13:07:59.000000,9,9,True
c40135,2020-06-17 05:23:15.000000,10,10,True
c40354,2020-06-17 04:38:04.000000,10,9,True
c41191,2020-06-17 07:50:15.000000,10,10,True
c40826,2020-06-17 05:48:25.000000,10,10,True
c42332,2020-06-17 05:20:42.000000,10,10,True
c40030,2020-06-16 20:03:28.000000,3,7,False
c41989,2020-07-02 09:32:09.000000,10,10,True
c41141,2020-06-17 00:11:16.000000,1,1,False
c41818,2020-06-19 19:32:03.000000,2,1,False
c41536,2020-06-17 04:54:07.000000,10,10,True
c40261,2020-06-16 21:11:15.000000,9,9,True
c42339,2020-06-17 11:46:19.000000,10,10,True
c41252,2020-06-17 08:20:18.000000,9,9,True
c41958,2020-06-17 12:08:06.000000,10,8,True
c40513,2020-06-16 22:05:09.000000,2,2,False
c42880,2020-06-17 16:59:56.000000,10,10,True
c41904,2020-06-25 00:44:10.000000,10,10,True
c40512,2020-06-17 10:43:11.000000,1,1,False
c41460,2020-06-26 13:33:25.000000,8,9,True
c42722,2020-06-18 05:58:05.000000,9,9,True
c41392,2020-06-17 16:53:51.000000,10,9,False
c42100,2020-06-17 11:59:24.000000,9,9,True
c41416,2020-06-17 10:26:29.000000,9,8,True
c42930,2020-06-17 09:05:12.000000,10,9,True
c41044,2020-06-17 14:52:42.000000,9,10,True
c42216,2020-06-17 06:54:54.000000,1,1,False
c40287,2020-06-16 21:03:17.000000,10,10,True
c40277,2020-06-17 03:38:03.000000,9,9,True
c39885,2020-06-16 20:06:05.000000,10,10,True
c42133,2020-06-17 07:40:35.000000,8,6,False
c39807,2020-06-16 20:59:43.000000,8,8,False
c40015,2020-06-16 20:15:38.000000,6,8,True
c42097,2020-06-17 19:15:48.000000,10,10,True
c42527,2020-06-17 06:09:07.000000,10,10,True
c41977,2020-06-19 11:54:37.000000,10,9,True
c41042,2020-06-17 05:47:42.000000,10,7,True
c39989,2020-06-16 20:26:09.000000,1,1,False
c41817,2020-06-17 07:40:54.000000,10,10,True
c41441,2020-06-17 03:08:49.000000,10,6,True
c41555,2020-06-17 03:44:21.000000,10,10,True
c41421,2020-06-20 07:37:24.000000,3,4,True
c42543,2020-06-18 21:35:05.000000,10,10,True
c40350,2020-06-17 09:19:17.000000,7,9,True
c40791,2020-06-17 06:56:04.000000,10,10,True
c43101,2020-06-17 16:51:05.000000,9,9,False
c40613,2020-06-17 16:06:12.000000,10,10,True
c41158,2020-06-18 19:20:44.000000,10,10,True
c42467,2020-06-17 05:49:50.000000,10,10,True
c40639,2020-06-17 06:48:55.000000,10,10,True
c40602,2020-06-16 23:08:54.000000,2,1,False
c42135,2020-06-17 10:35:46.000000,3,3,False
c41908,2020-06-17 10:24:35.000000,10,9,True
c40188,2020-06-17 13:01:39.000000,8,8,False
c39863,2020-06-16 19:05:13.000000,7,7,True
c40876,2020-06-17 03:15:58.000000,1,1,False
c42074,2020-06-17 08:02:51.000000,1,1,False
c42689,2020-06-22 01:50:39.000000,1,1,False
c43190,2020-06-17 09:03:36.000000,10,10,True
c40034,2020-06-17 07:54:41.000000,10,1,True
c41936,2020-06-17 14:34:44.000000,10,10,True
c42300,2020-06-17 16:09:33.000000,9,9,True
c41093,2020-06-17 10:18:19.000000,5,4,False
c41408,2020-06-18 08:03:28.000000,7,9,True
c41820,2020-06-17 10:30:43.000000,10,9,True
c42089,2020-06-17 08:37:55.000000,10,10,True
c42819,2020-06-17 07:54:05.000000,10,10,True
c40295,2020-06-17 09:10:54.000000,10,10,True
c40519,2020-06-16 22:31:30.000000,4,5,False
c40263,2020-06-16 23:21:56.000000,10,10,True
c40500,2020-06-17 07:05:45.000000,10,10,True
c39967,2020-06-16 21:21:38.000000,9,9,False
c40072,2020-06-17 19:19:54.000000,7,7,False
c40362,2020-06-18 17:20:13.000000,10,7,False
c43027,2020-06-17 15:56:22.000000,1,1,False
c42472,2020-06-19 03:07:01.000000,10,9,False
c42335,2020-06-17 06:16:39.000000,10,8,True
c42759,2020-06-17 11:12:39.000000,10,10,False
c40832,2020-06-17 07:21:44.000000,1,1,False
c39817,2020-06-16 19:05:51.000000,10,10,True
c42191,2020-06-17 11:03:08.000000,8,5,True
c41999,2020-06-17 07:47:39.000000,8,8,False
c41138,2020-06-17 03:54:44.000000,10,10,True
c41249,2020-06-17 05:06:24.000000,10,10,True
c39844,2020-06-16 19:46:45.000000,10,10,True
c42101,2020-06-17 08:17:46.000000,10,10,True
c41133,2020-06-17 01:00:42.000000,9,8,False
c41449,2020-06-17 07:10:29.000000,1,1,False
c42392,2020-06-18 17:03:07.000000,9,8,True
c40852,2020-06-17 09:36:29.000000,6,5,False
c41383,2020-06-17 18:49:01.000000,4,2,False
c40347,2020-06-17 11:34:57.000000,9,8,False
c39869,2020-06-16 19:03:38.000000,10,10,True
c39791,2020-06-16 20:01:13.000000,10,9,False
c41384,2020-06-17 13:07:37.000000,7,5,False
c40408,2020-06-16 22:15:31.000000,10,10,True
c41178,2020-06-17 04:31:15.000000,10,9,True
c40763,2020-06-17 17:40:48.000000,10,10,True
c41168,2020-06-17 05:42:48.000000,9,9,False
c42480,2020-06-17 08:51:19.000000,10,10,True
c41498,2020-06-17 06:14:01.000000,10,9,True
c41706,2020-06-19 11:52:09.000000,10,10,True
c41302,2020-06-17 09:57:34.000000,7,7,True
c40867,2020-06-18 07:09:53.000000,1,2,False
c42927,2020-06-17 08:02:51.000000,10,10,True
c41423,2020-06-17 05:28:15.000000,10,10,True
c41509,2020-06-19 09:45:14.000000,3,1,False
c39950,2020-06-16 23:57:48.000000,10,9,True
c40682,2020-06-17 00:43:54.000000,10,10,True
c40509,2020-06-17 08:11:48.000000,8,3,False
c40625,2020-06-17 08:31:23.000000,10,10,True
c41429,2020-06-27 10:41:09.000000,10,10,True
c41983,2020-06-17 10:07:37.000000,10,10,True
c41548,2020-06-17 02:18:33.000000,7,6,False
c42905,2020-06-17 21:15:22.000000,10,10,True
c40215,2020-06-17 10:10:34.000000,10,10,True
c42719,2020-06-17 06:27:34.000000,9,9,True
c41386,2020-06-17 07:38:05.000000,7,6,True
c41660,2020-06-18 08:06:09.000000,9,10,True
c42738,2020-06-17 07:09:58.000000,10,10,True
c40410,2020-06-17 02:20:25.000000,10,10,True
c41433,2020-06-17 05:03:24.000000,9,9,True
c40671,2020-06-17 05:24:09.000000,10,10,True
c39753,2020-06-17 09:15:24.000000,10,10,False
c40475,2020-06-16 22:11:25.000000,10,10,True
c40128,2020-06-16 21:10:16.000000,10,10,True
c39921,2020-06-17 06:36:23.000000,10,9,True
c40004,2020-06-16 20:14:24.000000,10,10,True
c41872,2020-06-19 20:02:16.000000,2,2,False
c41538,2020-06-17 10:05:09.000000,5,2,False
c41198,2020-06-17 10:23:29.000000,10,10,False
c41132,2020-06-17 09:31:24.000000,10,10,True
c42898,2020-06-18 15:54:54.000000,10,10,True
c41562,2020-06-17 05:25:40.000000,10,10,True
c39871,2020-06-17 09:04:08.000000,10,10,True
c41435,2020-06-17 04:00:34.000000,10,8,True
c42261,2020-06-17 05:07:48.000000,10,10,True
c42134,2020-06-17 04:23:52.000000,9,10,True
c41107,2020-06-17 04:00:45.000000,1,3,False
c39804,2020-06-17 03:29:34.000000,1,4,False
c43175,2020-06-17 10:51:10.000000,10,8,True
c41677,2020-06-17 05:10:54.000000,10,10,True
c40561,2020-06-16 23:12:28.000000,7,9,False
c40232,2020-06-16 23:33:28.000000,2,4,False
c42743,2020-06-17 17:42:00.000000,10,7,False
c40779,2020-06-17 08:29:23.000000,10,10,True
c45879,2020-06-18 09:51:34.000000,10,9,True
c43822,2020-06-17 22:03:32.000000,10,10,True
c45456,2020-06-18 06:54:30.000000,1,1,False
c44585,2020-06-18 05:49:23.000000,10,10,True
c46117,2020-06-18 20:24:09.000000,10,9,True
c45289,2020-06-18 07:44:10.000000,10,10,True
c45837,2020-06-18 11:42:42.000000,10,10,True
c43372,2020-06-17 20:54:34.000000,1,3,False
c45104,2020-06-30 15:43:45.000000,8,8,False
c45601,2020-06-18 11:06:14.000000,10,10,True
c44465,2020-06-18 10:46:39.000000,10,10,True
c44598,2020-06-18 05:10:38.000000,10,8,True
c46020,2020-06-18 08:06:13.000000,10,7,False
c44013,2020-06-18 10:47:35.000000,10,10,True
c43462,2020-06-17 20:08:09.000000,10,10,True
c45171,2020-06-24 17:14:06.000000,10,10,True
c45494,2020-06-18 05:08:49.000000,10,4,True
c43887,2020-06-18 01:52:46.000000,10,9,True
c45069,2020-06-18 08:02:57.000000,9,9,False
c43826,2020-06-17 22:28:19.000000,10,10,True
c45076,2020-06-18 07:19:32.000000,10,10,True
c43333,2020-06-17 23:11:41.000000,10,10,True
c43328,2020-06-17 21:58:30.000000,10,9,True
c46038,2020-06-19 06:27:39.000000,10,10,True
c43809,2020-06-17 22:05:46.000000,10,10,True
c44611,2020-06-18 07:45:36.000000,10,8,False
c43775,2020-06-24 16:07:06.000000,10,8,True
c44300,2020-06-18 03:33:56.000000,6,8,False
c43899,2020-06-18 05:52:34.000000,10,10,True
c43709,2020-06-17 21:05:29.000000,9,8,True
c43852,2020-06-18 07:40:55.000000,10,10,True
c43911,2020-06-18 04:45:30.000000,8,9,True
c43499,2020-06-18 06:58:04.000000,10,10,True
c43951,2020-06-18 06:10:20.000000,6,6,False
c43782,2020-06-18 06:56:07.000000,7,5,False
c45161,2020-06-18 05:24:42.000000,10,10,False
c45144,2020-06-18 15:00:56.000000,8,7,False
c45969,2020-06-18 16:06:20.000000,10,10,True
c45690,2020-06-18 09:16:32.000000,7,6,True
c43855,2020-06-18 13:39:09.000000,10,10,True
c44088,2020-06-18 06:02:49.000000,9,10,True
